94,100,,
90,104,,
95,104,,
100,107,118,100
102,109,117,102
102,112,115,105
101,115,115,107
102,117,115,110
100,121,114,113
98,122,114,117
98,123,113,120
98,126,111,122
95,130,104,143
92,132,100,145
92,135,99,145
92,137,98,145
93,139,97,147
93,142,95,148
98,148,91,151
101,150,91,151
104,152,89,150
106,153,89,151
108,153,120,140
111,154,118,139
113,153,120,141
117,153,123,142
125,155,130,144
130,156,,
145,156,,
149,155,,
153,153,156,141
160,151,158,139
166,149,157,138
170,146,157,137
173,144,158,135
179,142,,
187,136,,
189,132,,
191,130,,
193,127,,
196,122,,
194,121,,
192,117,,
190,114,,
189,111,,
184,107,,
182,103,,
179,101,,
175,99,,
173,99,,
171,98,,
168,95,,
167,92,166,73
164,87,165,74
160,80,163,73
157,73,159,74
153,66,155,73
149,64,152,75
141,64,,
138,64,,
135,62,,
