140,150,149,149
144,148,149,149
145,148,149,149
145,148,149,149
145,148,149,149
145,148,149,149
145,148,149,149
145,148,149,149
145,148,149,149
145,148,149,149
145,148,149,149
144,148,149,149
144,148,149,149
145,148,149,149
145,148,149,149
145,148,149,149
145,147,149,149
145,147,149,149
145,148,149,149
146,148,149,149
146,147,149,149
146,147,149,149
146,147,149,149
146,147,149,149
146,147,149,149
146,147,149,149
146,147,149,149
146,147,149,149
146,148,149,149
146,148,149,149
146,148,149,149
146,148,149,149
146,148,149,149
146,149,149,149
145,149,149,149
145,149,149,149
145,149,149,149
145,149,149,149
145,149,149,149
145,148,149,149
144,148,149,149
145,148,149,149
145,148,149,149
145,149,149,149
145,149,149,149
145,148,149,149
145,148,149,149
145,149,149,149
145,149,149,149
145,149,149,149
145,149,149,149
145,149,149,149
145,149,149,149
145,149,149,149
145,149,149,149
145,149,149,149
145,149,149,149
145,150,149,149
145,149,149,149
145,149,149,149
145,149,149,149
145,149,149,149
145,150,149,149
145,150,149,149
145,150,149,149
144,150,149,149
144,150,149,149
144,150,149,149
144,150,149,149
144,150,149,149
144,150,149,149
144,150,149,149
144,150,149,149
144,149,149,149
144,150,149,149
144,149,149,149
144,149,149,149
144,149,149,149
144,149,149,149
144,149,149,149
144,149,149,149
144,149,149,149
144,148,149,149
145,148,149,149
145,148,149,149
145,148,149,149
145,148,149,149
144,149,149,149
145,149,149,149
145,149,149,149
144,149,149,149
144,149,149,149
144,148,149,149
144,149,149,149
144,148,149,149
144,148,149,149
144,148,149,149
144,148,149,149
144,148,149,149
144,148,149,149
144,148,149,149
144,148,149,149
144,147,149,148
145,148,149,148
144,148,149,148
144,148,149,148
144,148,149,148
145,148,149,148
144,148,149,148
144,148,149,148
144,148,149,148
144,148,149,148
144,148,149,149
144,148,149,149
144,148,149,149
144,148,149,149
144,149,149,149
144,149,149,149
144,149,149,149
144,149,149,149
143,150,149,149
144,150,149,149
144,150,149,149
144,150,149,149
143,150,149,149
143,150,149,149
143,150,149,149
143,150,149,149
143,150,149,149
143,150,149,149
143,150,149,149
143,150,149,149
143,150,149,149
144,150,149,149
144,149,149,149
145,150,149,149
145,150,149,149
145,150,149,149
145,150,149,149
145,149,149,149
146,149,149,149
146,149,149,149
146,149,149,149
146,149,149,149
145,149,149,149
145,149,149,149
145,149,149,149
145,149,149,149
145,149,149,149
145,149,149,149
145,148,149,149
145,148,149,149
146,148,149,149
145,147,149,149
146,148,149,149
146,148,149,149
145,148,149,149
145,148,149,149
146,148,149,149
145,148,149,149
145,148,149,149
145,148,149,149
145,148,149,149
145,148,149,149
145,148,149,149
145,148,149,149
145,148,149,149
145,149,149,149
145,148,149,149
