117,155,,
114,159,,
112,163,,
111,165,,
111,166,,
112,166,,
112,166,,
106,170,,
103,173,,
102,174,,
102,174,,
102,174,,
102,174,,
102,174,,
103,174,,
103,174,,
103,174,,
103,174,,
103,174,,
103,174,,
103,174,,
103,174,,
104,174,,
104,174,,
104,174,,
104,174,,
104,175,,
104,175,,
104,175,,
104,175,,
104,175,,
104,175,,
104,175,,
104,175,,
104,175,,
104,175,,
105,175,,
105,175,,
105,175,,
105,175,,
105,176,,
105,176,,
105,176,,
105,176,,
105,176,,
105,176,,
105,176,,
105,176,,
105,176,,
105,176,,
105,176,,
105,176,,
105,176,,
105,176,,
105,176,,
106,176,,
106,176,,
106,176,,
106,176,,
106,176,,
106,176,,
107,176,,
107,175,,
107,175,,
107,175,,
107,175,,
107,174,,
111,170,,
122,158,,
131,149,149,149
134,147,149,149
134,146,149,149
134,146,149,149
133,147,149,149
133,147,149,149
133,147,149,149
133,148,149,149
132,148,149,149
133,148,149,149
132,148,149,149
133,148,149,149
133,148,149,149
133,148,149,149
133,148,149,149
133,148,149,149
133,148,149,149
133,148,149,149
132,148,149,149
133,148,149,149
133,147,149,149
134,148,149,149
133,148,149,149
133,148,149,149
133,148,149,149
134,148,149,149
134,148,149,149
133,148,149,149
134,149,149,149
134,149,149,149
134,150,149,149
135,149,149,149
135,149,149,149
135,149,149,148
134,148,149,148
134,148,149,148
134,148,149,148
134,148,149,148
134,148,149,148
134,148,149,148
134,148,149,148
134,148,149,148
134,147,149,148
134,148,149,149
134,148,149,149
134,147,149,149
134,148,149,149
134,148,149,149
134,148,149,149
134,148,149,149
134,148,149,149
134,149,149,149
132,149,149,149
132,150,149,149
130,151,149,149
129,153,,
131,151,149,149
133,150,149,149
132,150,149,149
131,151,149,149
131,151,149,149
132,150,149,149
132,150,149,149
133,149,149,149
133,149,149,149
132,150,149,149
131,151,149,149
133,149,149,149
135,148,149,149
136,147,149,149
136,147,149,149
136,146,149,149
135,146,149,149
136,147,149,149
135,147,149,149
135,147,149,149
135,147,149,149
135,147,149,149
135,147,149,149
135,147,149,149
135,146,149,149
136,147,149,149
136,147,149,149
135,147,149,149
135,147,149,149
135,147,149,149
136,148,149,149
136,148,149,149
136,148,149,149
136,148,149,149
136,148,149,149
136,148,149,149
136,148,149,149
136,148,149,149
136,148,149,149
135,148,149,149
136,148,149,149
136,148,149,149
136,148,149,149
136,147,149,149
136,148,149,149
136,148,149,149
135,148,149,149
135,148,149,148
135,147,149,148
135,147,149,148
135,147,149,148
135,147,149,148
135,148,149,148
135,147,149,149
135,147,149,149
135,147,149,149
135,148,149,149
135,148,149,149
135,148,149,149
135,147,149,149
135,148,149,149
135,147,149,149
135,147,149,149
135,147,149,149
135,147,149,149
134,147,149,149
134,147,149,149
135,147,149,149
134,147,149,149
135,147,149,149
135,147,149,149
135,146,149,149
134,146,149,149
134,146,149,148
135,146,149,148
134,146,149,148
134,146,149,148
134,146,149,148
134,146,149,148
134,146,149,148
134,147,149,148
134,146,149,148
134,146,149,148
134,146,149,148
134,146,149,148
135,146,149,148
134,147,149,148
134,146,149,148
134,146,149,148
134,146,149,149
134,146,149,149
134,145,149,149
134,145,149,149
134,146,149,149
134,145,149,149
134,145,149,149
134,145,149,149
134,145,149,149
134,145,149,149
134,144,149,149
134,144,149,149
134,145,149,149
135,144,149,149
134,144,149,149
134,145,149,149
134,145,149,149
134,145,149,149
134,145,149,149
134,145,149,149
134,145,149,149
134,145,149,149
134,145,149,149
134,145,149,149
134,145,149,149
134,144,149,149
134,144,149,149
134,144,149,149
134,144,149,149
134,145,149,149
133,145,149,149
134,145,149,149
134,145,149,149
133,145,149,149
133,144,149,149
133,144,149,149
134,144,149,149
134,144,149,149
133,144,149,149
134,144,149,149
134,144,149,149
134,144,149,149
134,143,149,149
134,144,149,149
133,144,149,149
134,144,149,149
133,144,149,149
133,144,149,149
134,144,149,149
134,144,149,149
134,144,149,149
134,144,149,149
134,144,149,149
135,144,149,149
135,144,149,149
135,144,149,149
135,144,149,149
134,144,149,149
135,144,149,149
135,144,149,149
135,143,149,149
135,143,149,149
135,143,149,149
135,143,149,149
136,143,149,149
136,143,149,149
136,143,149,149
136,143,149,149
136,143,149,149
136,143,149,149
135,143,149,149
136,143,149,149
136,143,149,149
136,143,149,149
136,143,149,149
136,143,149,149
136,143,149,149
136,143,149,149
136,143,149,149
136,143,149,149
137,143,149,149
137,143,149,149
137,143,149,149
137,143,149,149
137,143,149,149
137,143,149,149
137,143,149,149
137,144,149,149
137,144,149,149
138,143,149,149
138,143,149,149
138,143,149,149
138,143,149,149
138,143,149,149
138,143,149,149
138,143,149,149
138,143,149,149
138,143,149,149
138,143,149,149
138,143,149,149
138,143,149,149
138,144,149,149
138,144,149,149
138,144,149,149
138,144,149,149
139,144,149,149
138,144,149,149
138,144,149,149
138,144,149,149
137,144,149,149
138,144,149,149
138,144,149,149
137,144,149,149
137,144,149,149
137,144,149,149
137,144,149,149
137,144,149,149
137,144,149,149
137,144,149,149
137,144,149,149
137,144,149,149
137,144,149,149
137,144,149,149
138,144,149,149
137,145,149,149
137,145,149,149
137,145,149,149
137,145,149,149
137,145,149,149
137,145,149,149
137,144,149,149
137,144,149,149
137,144,149,149
137,145,149,149
137,144,149,149
137,144,149,149
137,144,149,149
137,144,149,149
137,144,149,149
137,144,149,149
137,144,149,149
137,144,149,149
137,144,149,149
137,144,149,149
136,144,149,149
137,143,149,149
137,143,149,149
137,143,149,149
137,143,149,149
137,143,149,149
137,143,149,149
137,143,149,149
137,143,149,149
137,143,149,149
137,143,149,149
137,144,149,149
137,144,149,149
137,144,149,149
136,144,149,149
136,144,149,149
136,144,149,149
136,145,149,149
136,145,149,149
136,144,149,149
137,145,149,149
137,144,149,149
137,145,149,149
137,144,149,149
138,144,149,149
138,145,149,149
138,145,149,149
138,145,149,149
138,145,149,149
138,145,149,149
138,145,149,149
138,145,149,149
138,145,149,149
138,145,149,149
138,145,149,149
137,145,149,149
138,145,149,149
138,145,149,149
138,145,149,149
138,145,149,149
138,145,149,149
137,145,149,149
137,146,149,149
137,146,149,149
137,145,149,149
137,146,149,149
137,145,149,149
137,145,149,149
137,145,149,149
137,145,149,149
137,145,149,149
136,145,149,149
136,145,149,149
136,145,149,149
137,145,149,148
